Rk,Player,Age,Team,Lg,PA,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,Rrep,RAR,WAR,waaWL%,162WL%,oWAR,dWAR,oRAR,Pos,Awards,Player-additional
542,Tres Barrera,28,STL,NL,2,-1,0,0,0,0,-1,-0.1,0,0,0.0,.492,.500,0.0,0.0,0,/2H,,barretr01
543,Jason Delay,28,PIT,NL,187,-5,-2,0,-3,4,-6,-0.6,6,0,-0.1,.491,.496,0.3,0.1,3,2/H,,delayja01
544,Kiké Hernández,31,2TM,2LG,508,-18,0,-2,-2,5,-17,-1.7,17,0,-0.1,.488,.493,0.1,0.3,2,648573H/9,,hernaen02
545,Calvin Mitchell*,24,PIT,NL,5,-1,0,0,0,0,-1,-0.1,0,-1,-0.1,.456,.499,-0.1,0.0,-1,/9H,,mitchca01
546,Cam Eden,25,TOR,AL,6,-1,0,0,0,0,-1,-0.1,0,-1,-0.1,.482,.499,-0.1,0.0,-1,/H7D,,edenca01
547,David Hamilton*,25,BOS,AL,39,-4,0,0,1,1,-2,-0.2,1,-1,-0.1,.486,.499,-0.2,0.2,-2,6/4H,,hamilda03
548,Caleb Hamilton,28,BOS,AL,6,-1,0,0,0,0,-1,-0.1,0,-1,-0.1,.475,.499,-0.1,0.0,-1,/2,,hamilca01
549,Brett Phillips*,29,LAA,AL,71,-3,0,0,0,0,-3,-0.3,2,-1,-0.1,.492,.498,-0.1,0.0,-1,8H/971D,,phillbr02
550,Roberto Pérez,34,SFG,NL,17,-2,0,0,0,0,-1,-0.2,1,-1,-0.1,.471,.499,-0.1,0.0,-1,/2,,perezro02
551,Carter Kieboom,25,WSN,NL,94,-3,0,0,-1,1,-4,-0.4,3,-1,-0.1,.485,.498,0.0,-0.1,0,5/HD,,kieboca01
552,Yonny Hernández#,25,LAD,NL,27,-3,0,0,1,0,-2,-0.2,1,-1,-0.1,.488,.499,-0.2,0.1,-2,/4H51,,hernayo02
553,Luis Guillorme*,28,NYM,NL,120,-5,0,0,-1,2,-5,-0.5,4,-1,-0.1,.491,.497,0.0,0.1,0,45/6H1,,guilllu01
554,Tyler Cropley,27,KCR,AL,7,-1,0,0,0,0,-1,-0.1,0,-1,-0.1,.445,.499,-0.1,0.0,-1,/2,,croplty01
555,Travis Blankenhorn*,26,WSN,NL,37,-2,0,0,0,0,-2,-0.2,1,-1,-0.1,.479,.499,-0.1,0.0,-1,/79,,blanktr01
556,José Abreu,36,HOU,AL,594,-8,-2,-1,-2,-7,-20,-2.0,20,0,-0.1,.485,.487,0.1,-0.9,2,*3/D,,abreujo02
557,Mike Moustakas*,34,2TM,2LG,386,-9,-1,-1,0,-2,-13,-1.4,13,0,-0.1,.488,.495,-0.1,-0.2,0,53HD,,moustmi01
558,Jared Young*,27,CHC,NL,47,1,0,0,-3,-1,-3,-0.3,2,-1,-0.1,.484,.498,0.2,-0.4,2,3/DH,,youngja02
559,Braden Shewmake*,25,ATL,NL,4,-1,0,0,0,0,-1,-0.1,0,-1,-0.1,.445,.499,-0.1,0.0,-1,/6,,shewmbr01
560,Omar Narváez*,31,NYM,NL,146,-7,-1,0,-1,3,-6,-0.6,5,-1,-0.1,.489,.497,0.0,0.2,0,2/H,,narvaom01
561,Michael Massey*,25,KCR,AL,461,-13,0,2,-8,3,-16,-1.6,16,0,-0.1,.487,.490,0.7,-0.5,8,*4H/D,,massemi02
562,Connor Kaiser,26,COL,NL,4,-1,0,0,0,0,-1,-0.1,0,-1,-0.1,.463,.499,-0.1,0.0,-1,/6H,,kaiseco01
563,Vinny Capra,26,PIT,NL,21,-2,0,0,0,0,-2,-0.2,1,-1,-0.1,.482,.499,-0.1,0.0,-1,/54H,,capravi01
564,Luis Torrens,27,2TM,2LG,30,-1,-1,0,0,0,-2,-0.2,1,-1,-0.1,.489,.499,-0.1,-0.1,-1,/DH27,,torrelu01
565,Josh Bell#,30,2TM,2LG,617,0,-3,0,-7,-11,-21,-2.1,21,0,-0.1,.486,.492,0.6,-1.8,7,D3/H,,belljo02
566,Jordan Walker,21,STL,NL,465,7,-3,0,-16,-4,-16,-1.6,16,0,-0.1,.486,.490,1.5,-2.1,16,*97/DH,,walkejo02
567,Kyle Garlick,31,MIN,AL,30,-1,0,0,0,-1,-2,-0.2,1,-1,-0.1,.485,.499,-0.1,-0.1,-1,/9H7D,,garliky01
568,JJ Bleday*,25,OAK,AL,303,-4,-1,0,-5,-1,-11,-1.1,10,-1,-0.1,.486,.493,0.4,-0.6,4,789/HD,,bledajj01
569,Jake Alu*,26,WSN,NL,175,-7,0,1,-1,0,-7,-0.7,6,-1,-0.1,.487,.496,0.0,-0.1,0,74/5H,,aluja01
570,Dominic Canzone*,25,2TM,2LG,182,-3,0,0,-1,-3,-7,-0.7,6,-1,-0.1,.488,.498,0.0,-0.4,0,7DH9,,canzodo01
571,Cody Thomas*,28,OAK,AL,46,-1,0,0,-1,-1,-3,-0.3,2,-1,-0.1,.486,.498,0.0,-0.2,0,9/HD7,,thomaco01
572,Matt Reynolds,32,CIN,NL,5,-1,0,0,-1,0,-2,-0.1,0,-1,-0.1,.428,.499,0.0,-0.1,0,/53,,reynoma03
573,Adam Haseley*,27,CHW,AL,39,-2,1,0,0,0,-2,-0.3,1,-1,-0.1,.491,.498,-0.1,-0.1,-1,9/H87D,,haselad01
574,Pete Crow-Armstrong*,21,CHC,NL,19,-3,0,0,1,0,-2,-0.2,1,-1,-0.1,.485,.499,-0.2,0.1,-2,8/H,,crowape01
575,Joey Votto*,39,CIN,NL,242,-1,0,1,-5,-4,-9,-0.9,8,-1,-0.1,.486,.494,0.4,-0.9,4,3D/H,,vottojo01
576,Tommy La Stella*,34,SEA,AL,24,-1,0,0,0,-1,-2,-0.2,1,-1,-0.1,.484,.499,-0.1,-0.1,-1,/DH,,lasteto01
577,Franchy Cordero*,28,NYY,AL,71,-2,-1,0,-1,-1,-4,-0.4,2,-1,-0.1,.484,.498,0.0,-0.2,0,9/7H,,cordefr02
578,Raimel Tapia*,29,3TM,2LG,169,-4,3,1,-5,-1,-7,-0.7,6,-1,-0.1,.489,.499,0.4,-0.6,4,9H7/8D,,tapiara01
579,Elehuris Montero,24,COL,NL,307,-5,-1,0,-1,-4,-11,-1.1,10,0,-0.1,.487,.493,0.0,-0.5,1,3D5/H,,monteel01
580,Andre Lipcius,25,DET,AL,38,0,0,0,-3,0,-3,-0.3,1,-1,-0.1,.480,.498,0.2,-0.3,2,5/HD,,lipcian01
581,Austin Wynns,32,3TM,NL,145,-10,0,0,2,3,-6,-0.6,5,-1,-0.1,.488,.497,-0.3,0.5,-3,2/H,,wynnsau01
582,Meibrys Viloria*,26,CLE,AL,4,0,0,0,-1,0,-2,-0.2,0,-1,-0.2,.484,.499,-0.1,-0.1,0,2,,vilorme01
583,Austin Meadows*,28,DET,AL,21,-2,0,0,0,0,-2,-0.2,1,-1,-0.2,.466,.499,-0.2,0.0,-1,/79H,,meadoau01
584,J.P. Martínez*,27,TEX,AL,44,-3,0,0,0,0,-3,-0.3,2,-1,-0.2,.483,.498,-0.2,-0.1,-1,/H79D8,,martijp01
585,Jordan Lawlar,20,ARI,NL,34,-4,0,0,1,1,-3,-0.3,1,-1,-0.2,.481,.498,-0.3,0.2,-2,6/H,,lawlajo01
586,Brett Wisely*,24,SFG,NL,131,-11,-1,0,4,1,-6,-0.6,4,-1,-0.2,.489,.496,-0.6,0.6,-5,48/H167,,wiselbr01
587,José Herrera#,26,ARI,NL,120,-7,0,0,-1,2,-5,-0.5,4,-1,-0.2,.487,.497,-0.1,0.1,0,2/1H,,herrejo04
588,Rylan Bannon,27,HOU,AL,6,-2,0,0,0,0,-2,-0.2,0,-2,-0.2,.409,.499,-0.2,0.0,-2,/4D,,bannory01
589,Chadwick Tromp,28,ATL,NL,16,-3,0,0,0,0,-2,-0.2,1,-2,-0.2,.461,.499,-0.2,0.0,-2,/2,,trompch01
590,Matt Beaty*,30,2TM,2LG,72,-1,-1,0,-1,-2,-4,-0.4,2,-2,-0.2,.486,.498,-0.1,-0.3,-1,3H/D91,,beatyma01
591,Samad Taylor,24,KCR,AL,69,-4,2,0,-2,0,-4,-0.4,2,-2,-0.2,.487,.497,0.0,-0.2,0,74H/58,,taylosa04
592,Canaan Smith-Njigba*,24,PIT,NL,37,-3,-1,0,1,0,-3,-0.3,1,-2,-0.2,.480,.498,-0.3,0.1,-3,9/H7,,smithca05
593,Bryce Johnson#,27,SFG,NL,48,-4,1,0,-1,0,-3,-0.3,2,-2,-0.2,.489,.498,-0.1,-0.1,-1,8/H7,,johnsbr03
594,César Salazar*,27,HOU,AL,19,-3,0,0,0,0,-3,-0.3,1,-2,-0.2,.480,.498,-0.2,0.0,-2,/2H,,salazce01
595,Brian O'Keefe,29,SEA,AL,21,-2,0,0,0,0,-2,-0.3,1,-2,-0.2,.468,.498,-0.2,0.0,-2,/2H,,okeefbr01
596,Óscar Mercado,28,STL,NL,32,0,0,0,-3,-1,-3,-0.3,1,-2,-0.2,.486,.498,0.1,-0.4,1,/978DH,,mercaos01
597,Nick Gonzales,24,PIT,NL,128,-7,-1,0,0,1,-6,-0.6,4,-2,-0.2,.483,.496,-0.2,0.1,-2,4/6H,,gonzani01
598,Willie Calhoun*,28,NYY,AL,149,-2,0,0,-2,-3,-7,-0.7,5,-2,-0.2,.485,.496,0.0,-0.5,0,D/9H7,,calhowi01
599,Christian Arroyo,28,BOS,AL,206,-9,-1,-1,1,2,-9,-0.9,7,-2,-0.2,.487,.495,-0.3,0.3,-3,4/H56,,arroych01
600,Ben Rortvedt*,25,NYY,AL,79,-7,0,0,1,2,-5,-0.5,3,-2,-0.2,.485,.497,-0.3,0.3,-3,2/HD,,rortvbe01
601,Josh Lester*,28,BAL,AL,23,-2,0,0,0,0,-3,-0.3,1,-2,-0.2,.477,.498,-0.2,-0.1,-2,/3HD159,,lestejo02
602,Taylor Kohlwey*,28,SDP,NL,13,-2,0,0,0,0,-2,-0.3,0,-2,-0.2,.450,.498,-0.2,0.0,-2,/79DH,,kohlwta01
603,Gabriel Arias,23,CLE,AL,345,-12,-1,0,0,1,-13,-1.3,12,-1,-0.2,.489,.492,-0.2,0.1,-1,63H95/D4,,ariasga01
604,Darin Ruf,36,2TM,NL,57,-2,-1,0,0,-1,-4,-0.4,2,-2,-0.2,.481,.499,-0.2,-0.2,-2,D/H3,,rufda01
605,Luis Urías,26,2TM,2LG,177,-5,-2,-1,-2,2,-8,-0.8,6,-2,-0.2,.485,.498,0.0,0.0,0,45/H,,uriaslu01
606,Kevin Padlo,26,LAA,AL,8,-1,0,0,-1,0,-2,-0.2,0,-2,-0.2,.419,.498,-0.1,-0.1,-1,/35,,padloke01
607,Ben Gamel*,31,SDP,NL,15,-2,0,0,-1,0,-3,-0.3,1,-2,-0.2,.455,.498,-0.1,-0.1,-1,/7H9D,,gamelbe01
608,Bobby Dalbec,28,BOS,AL,53,-3,0,0,0,-1,-4,-0.4,2,-2,-0.2,.481,.498,-0.2,-0.1,-2,3/H5D46,,dalbebo01
609,Blake Rutherford*,26,WSN,NL,36,-4,0,0,1,0,-3,-0.3,1,-2,-0.2,.479,.498,-0.3,0.1,-3,7/H,,ruthebl01
610,Joshua Palacios*,27,PIT,NL,264,-7,-1,0,0,-3,-11,-1.1,9,-2,-0.2,.488,.493,-0.2,-0.3,-1,9H78/D,,palacjo01
611,Johan Camargo#,29,SFG,NL,20,-1,0,0,-2,0,-3,-0.3,1,-2,-0.2,.463,.498,0.0,-0.2,0,/65,,camarjo01
612,Isan Díaz*,27,2TM,2LG,26,-5,0,0,2,0,-3,-0.3,1,-2,-0.2,.461,.499,-0.4,0.2,-4,/45H,,diazis01
613,Seby Zavala,29,2TM,2LG,193,-13,0,-1,1,4,-9,-0.9,7,-2,-0.2,.488,.495,-0.4,0.5,-3,2/H1,,zavalse01
614,José Miranda,25,MIN,AL,152,-8,1,-1,0,1,-7,-0.7,5,-2,-0.2,.481,.495,-0.2,0.1,-2,5/D3H,,miranjo01
615,Mitch Haniger,32,SFG,NL,229,-8,0,-1,2,-2,-9,-1.0,8,-2,-0.2,.484,.494,-0.4,0.0,-4,79/HD,,hanigmi01
616,Alika Williams,24,PIT,NL,112,-9,-1,0,2,2,-6,-0.6,4,-2,-0.3,.487,.496,-0.5,0.4,-4,6/H,,willial04
617,Luke Voit,32,MIL,NL,74,-4,0,-1,1,-1,-5,-0.5,3,-2,-0.3,.478,.497,-0.4,-0.1,-3,3D/H,,voitlu01
618,José Tena*,22,CLE,AL,34,-2,0,0,-3,1,-4,-0.4,1,-2,-0.3,.480,.498,0.1,-0.2,1,6/H45D,,tenajo01
619,Nick Gordon*,27,MIN,AL,93,-8,0,1,1,0,-6,-0.6,3,-2,-0.3,.483,.496,-0.4,0.2,-3,874H/6,,gordoni01
620,Hunter Dozier,31,KCR,AL,91,-5,0,1,-2,0,-6,-0.6,3,-2,-0.3,.481,.497,-0.1,-0.2,0,5/397HD,,doziehu01
621,Jake Cave*,30,PHI,NL,203,-9,0,1,2,-3,-9,-0.9,7,-2,-0.3,.486,.494,-0.4,-0.1,-4,739/H8D,,caveja01
622,Juniel Querecuto#,30,STL,NL,21,-3,0,0,0,0,-3,-0.3,1,-2,-0.3,.464,.498,-0.3,0.0,-2,/534H,,quereju01
623,Kyle Higashioka,33,NYY,AL,260,-6,-2,-1,-7,5,-11,-1.1,9,-2,-0.3,.488,.493,0.4,-0.2,5,2/HD,,higasky01
624,Brandon Dixon,31,SDP,NL,86,-5,-1,0,3,-2,-5,-0.5,3,-2,-0.3,.484,.497,-0.6,0.1,-5,3/9HD71,,dixonbr01
625,Nick Ahmed,33,ARI,NL,210,-14,1,1,0,3,-9,-0.9,7,-2,-0.3,.487,.494,-0.3,0.3,-2,6H/D,,ahmedni01
626,TJ Hopkins,26,CIN,NL,44,-5,1,0,2,-1,-4,-0.4,2,-3,-0.3,.484,.497,-0.5,0.1,-5,H/9D7,,hopkitj01
627,Garrett Cooper,32,2TM,NL,457,-6,-3,-2,1,-7,-17,-1.7,16,-1,-0.3,.486,.494,-0.4,-0.7,-2,3DH,,coopega03
628,Edwin Ríos*,29,CHC,NL,34,-3,0,0,0,-1,-4,-0.4,1,-3,-0.3,.479,.498,-0.3,-0.1,-3,D/H5,,riosed01
629,Coco Montes,26,COL,NL,41,-3,0,0,-1,0,-4,-0.4,1,-3,-0.3,.477,.497,-0.2,-0.1,-2,4/5H6,,monteco01
630,Clint Frazier,28,CHW,AL,76,-4,0,0,0,-1,-5,-0.5,3,-3,-0.3,.484,.497,-0.3,-0.1,-3,9H/78,,frazicl01
631,Michael Siani*,23,2TM,NL,6,-1,-1,0,-1,0,-3,-0.3,0,-3,-0.3,.463,.499,-0.2,-0.1,-2,/8HD7,,sianimi01
632,Tyler Wade*,28,OAK,AL,55,-2,0,0,-4,1,-5,-0.5,2,-3,-0.3,.482,.497,0.1,-0.3,1,6/H759D,,wadety01
633,Tucupita Marcano*,23,PIT,NL,220,-8,0,1,-6,4,-10,-1.0,8,-2,-0.3,.487,.494,0.3,-0.3,4,64H/5D,,marcatu01
634,Nick Fortes,26,MIA,NL,323,-20,1,-1,2,6,-13,-1.3,11,-2,-0.3,.488,.492,-0.5,0.8,-4,2H/D,,forteni01
635,Mark Mathias,28,2TM,NL,72,-1,0,0,-4,0,-5,-0.5,2,-3,-0.3,.481,.498,0.1,-0.4,1,4/H9D,,mathima01
636,Kyle Stowers*,25,BAL,AL,33,-5,0,0,2,0,-4,-0.4,1,-3,-0.3,.471,.497,-0.5,0.2,-5,/97HD,,stoweky01
637,Miguel Cabrera,40,DET,AL,370,-3,-1,-2,0,-8,-15,-1.5,13,-2,-0.3,.484,.491,-0.3,-0.8,-2,D/H3,,cabremi01
638,Ehire Adrianza#,33,ATL,NL,11,-2,0,0,-1,0,-3,-0.3,0,-3,-0.3,.432,.498,-0.2,-0.1,-2,/6H,,adriaeh01
639,Luke Williams,26,2TM,NL,19,-5,0,0,1,0,-3,-0.4,1,-3,-0.3,.468,.499,-0.4,0.1,-4,/H65137D,,willilu01
640,Tyler Naquin*,32,CHW,AL,8,-2,0,0,-1,0,-3,-0.3,0,-3,-0.3,.432,.498,-0.2,-0.1,-2,/7H9,,naquity01
641,Reese McGuire*,28,BOS,AL,206,-6,-2,0,-6,4,-10,-1.0,7,-3,-0.3,.486,.494,0.3,-0.2,3,2H/D,,mcguire01
642,Bligh Madris*,27,HOU,AL,30,-2,0,0,-1,0,-4,-0.4,1,-3,-0.3,.467,.498,-0.2,-0.1,-2,/HD317,,madribl01
643,Derek Hill,27,WSN,NL,50,-5,0,1,-1,0,-5,-0.5,2,-3,-0.3,.464,.497,-0.2,-0.1,-2,8,,hillde01
644,Mike Brosseau,29,MIL,NL,78,-3,0,0,-2,0,-5,-0.5,3,-3,-0.3,.482,.497,-0.1,-0.2,-1,5/H31D4,,brossmi01
645,Jonathan Araúz#,24,NYM,NL,66,-6,0,0,0,1,-5,-0.5,2,-3,-0.3,.481,.497,-0.3,0.1,-3,5/46H,,arauzjo01
646,Kevin Smith,26,OAK,AL,146,-10,1,0,-1,2,-8,-0.8,5,-3,-0.3,.484,.495,-0.2,0.1,-2,65/HD,,smithke05
647,Heliot Ramos,23,SFG,NL,60,-3,0,0,0,-1,-5,-0.5,2,-3,-0.3,.480,.497,-0.3,-0.1,-3,79/H8D,,ramoshe02
648,Chris Owings,31,PIT,NL,25,-4,0,0,0,0,-4,-0.4,1,-3,-0.3,.461,.498,-0.3,0.1,-3,6/18,,owingch01
649,Rougned Odor*,29,SDP,NL,157,-3,0,0,-5,0,-8,-0.8,5,-3,-0.3,.486,.495,0.2,-0.5,2,4H/59D3,,odorro01
650,Tyler Freeman,24,CLE,AL,168,-5,1,0,-6,1,-9,-0.9,6,-3,-0.3,.486,.495,0.3,-0.5,3,5H46D/37,,freemty01
651,Vidal Bruján#,25,TBR,AL,84,-7,0,0,0,1,-6,-0.6,3,-3,-0.3,.484,.496,-0.3,0.1,-3,4H/695,,brujavi01
652,Taylor Trammell*,25,SEA,AL,56,-1,0,0,-2,-1,-5,-0.5,2,-3,-0.3,.476,.497,-0.1,-0.3,-1,7/DH8,,trammta01
653,Esteury Ruiz,24,OAK,AL,497,-9,6,1,-20,2,-20,-2.0,17,-3,-0.3,.485,.488,1.7,-1.8,17,*87H9/D,,ruizes01
654,Trey Cabbage*,26,LAA,AL,56,-4,0,0,0,-1,-5,-0.5,2,-3,-0.3,.476,.497,-0.3,-0.1,-3,/39H78,,cabbatr01
655,Abraham Almonte#,34,NYM,NL,16,-3,0,0,-1,0,-4,-0.4,1,-3,-0.3,.451,.498,-0.2,-0.1,-2,/HD79,,almonab01
656,Adam Engel,31,SDP,NL,6,-2,-1,0,-1,0,-4,-0.4,0,-3,-0.3,.428,.498,-0.2,-0.1,-2,/8H7,,engelad01
657,Matt Carpenter*,37,SDP,NL,237,-6,0,0,0,-6,-11,-1.1,8,-3,-0.3,.486,.493,-0.3,-0.6,-3,DH3,,carpema01
658,Romy González,26,CHW,AL,97,-6,2,1,-3,0,-7,-0.7,3,-3,-0.4,.485,.496,-0.1,-0.3,0,4H/9D7658,,gonzaro01
659,Dane Myers,27,MIA,NL,70,-3,0,0,-3,0,-6,-0.6,2,-3,-0.4,.474,.496,-0.1,-0.3,0,8/7DH,,myersda01
660,Nelson Cruz,42,SDP,NL,152,-3,-1,0,0,-4,-8,-0.8,5,-3,-0.4,.483,.495,-0.4,-0.4,-3,DH/3,,cruzne02
661,Joey Wendle*,33,MIA,NL,318,-24,0,-1,6,5,-14,-1.4,11,-3,-0.4,.488,.491,-1.0,1.1,-9,6/H,,wendljo01
662,Christian Vázquez,32,MIN,AL,355,-18,-1,-1,-2,6,-15,-1.5,12,-3,-0.4,.485,.490,-0.2,0.5,-1,2/3H4D,,vazquch01
663,Jonathan Schoop,31,DET,AL,151,-9,0,0,0,1,-8,-0.9,5,-3,-0.4,.484,.495,-0.4,0.2,-3,45H/16D,,schoojo01
664,Luis Matos,21,SFG,NL,253,-3,-1,1,-10,0,-12,-1.2,9,-3,-0.4,.485,.493,0.7,-1.0,7,897/HD,,matoslu02
665,Ryan Kreidler,25,DET,AL,18,-3,0,0,-1,0,-4,-0.4,1,-4,-0.4,.461,.497,-0.3,-0.1,-2,/456DH,,kreidry01
666,Cooper Hummel#,28,SEA,AL,26,-3,0,0,0,-1,-4,-0.5,1,-3,-0.4,.455,.497,-0.4,-0.1,-3,/DH79,,hummeco01
667,Jackie Bradley Jr.*,33,KCR,AL,113,-13,0,1,4,0,-7,-0.7,4,-3,-0.4,.483,.495,-0.8,0.4,-7,89/7H,,bradlja02
668,Jason Vosler*,29,CIN,NL,65,-5,0,0,0,-1,-6,-0.6,2,-3,-0.4,.472,.497,-0.4,-0.1,-3,3/51H,,vosleja01
669,David Villar,26,SFG,NL,140,-8,-1,0,0,0,-8,-0.8,5,-3,-0.4,.482,.495,-0.4,0.0,-3,45/3HD1,,villada01
670,Yonathan Daza,29,COL,NL,80,-4,1,-1,-3,0,-6,-0.6,3,-4,-0.4,.473,.496,-0.1,-0.3,-1,8/H9,,dazayo01
671,Kevin Newman,29,CIN,NL,253,-6,1,0,-7,1,-12,-1.2,9,-3,-0.4,.484,.493,0.3,-0.6,4,564H/3D,,newmake01
672,MJ Melendez*,24,KCR,AL,602,-4,-2,1,-14,-5,-24,-2.4,21,-3,-0.4,.484,.485,1.0,-1.9,11,*97D2/H3,,melenmj01
673,Irving López*,28,STL,NL,12,-3,0,0,-1,0,-4,-0.4,0,-4,-0.4,.413,.497,-0.3,-0.1,-3,/54H,,lopezir01
674,Bubba Thompson,25,TEX,AL,60,-5,0,0,0,-1,-6,-0.6,2,-4,-0.4,.484,.496,-0.4,-0.1,-4,7H/9D8,,thompbu01
675,Matt Mervis*,25,CHC,NL,99,-6,-1,0,1,-1,-7,-0.7,3,-4,-0.4,.473,.495,-0.5,0.0,-5,3/H,,mervima01
676,Jiman Choi*,32,2TM,NL,117,-6,1,0,0,-2,-8,-0.8,4,-4,-0.4,.480,.498,-0.4,-0.3,-4,D3/H,,choiji01
677,Brian Serven,28,COL,NL,23,-4,0,0,-1,0,-5,-0.5,1,-4,-0.4,.455,.497,-0.3,-0.1,-3,2/HD,,servebr01
678,Joey Bart,26,SFG,NL,95,-7,0,1,-3,2,-7,-0.7,3,-4,-0.4,.476,.496,-0.1,-0.1,-1,2/H,,bartjo01
679,Casey Schmitt,24,SFG,NL,277,-14,-1,0,-1,4,-13,-1.3,9,-4,-0.4,.485,.492,-0.3,0.3,-3,654H,,schmica01
680,Eric Hosmer*,33,CHC,NL,100,-4,0,0,0,-2,-7,-0.8,3,-4,-0.4,.476,.495,-0.4,-0.2,-4,3D/H,,hosmeer01
681,Michael Busch*,25,LAD,NL,81,-6,0,0,-1,-1,-7,-0.7,3,-4,-0.4,.474,.496,-0.3,-0.2,-3,5/D3H47,,buschmi02
682,Luken Baker,26,STL,NL,99,-3,-1,0,-2,-2,-8,-0.8,3,-4,-0.4,.477,.495,-0.2,-0.4,-2,D3/H,,bakerlu01
683,Rodolfo Castro,24,2TM,NL,256,-9,-2,0,-4,3,-12,-1.3,9,-4,-0.4,.486,.496,0.0,-0.1,0,46H5/D,,castrro01
684,Jorge Alfaro,30,2TM,2LG,52,-5,0,0,0,0,-6,-0.6,2,-4,-0.4,.467,.498,-0.5,0.0,-4,/D2H,,alfarjo01
685,Jihwan Bae*,23,PIT,NL,371,-17,1,4,-8,4,-16,-1.7,13,-4,-0.5,.485,.490,0.4,-0.5,4,48H/6,,baeji01
686,C.J. Cron,33,2TM,2LG,278,-5,-3,-2,0,-4,-13,-1.4,9,-4,-0.5,.481,.496,-0.4,-0.4,-4,3/DH,,croncj01
687,Oswald Peraza,23,NYY,AL,191,-12,-2,0,2,2,-11,-1.1,7,-4,-0.5,.479,.493,-0.7,0.4,-6,54/6HD,,perazos02
688,Franmil Reyes,27,KCR,AL,65,-5,0,0,0,-1,-7,-0.7,2,-5,-0.5,.463,.496,-0.5,-0.1,-4,D/7H9,,reyesfr01
689,Jonah Bride,27,OAK,AL,106,-7,-1,0,0,0,-8,-0.8,4,-4,-0.5,.479,.495,-0.5,0.0,-4,5/HD3,,bridejo01
690,Tucker Barnhart*,32,CHC,NL,123,-7,0,-1,-3,3,-8,-0.9,4,-4,-0.5,.480,.495,-0.2,-0.1,-1,2/1H,,barnhtu01
691,Paul DeJong,29,3TM,2LG,400,-19,-3,0,0,6,-17,-1.8,14,-3,-0.5,.484,.498,-0.5,0.6,-3,*6/H4D,,dejonpa01
692,Andrew Velazquez#,28,LAA,AL,94,-6,1,0,-5,2,-8,-0.8,3,-5,-0.5,.485,.495,0.0,-0.3,0,6H4/8,,velazan01
693,Terrin Vavra*,26,BAL,AL,56,-2,0,0,-4,-1,-7,-0.7,2,-5,-0.5,.474,.496,-0.1,-0.5,-1,9/7HD54,,vavrate01
694,Sandy León#,34,TEX,AL,44,-5,0,0,-1,1,-6,-0.7,2,-5,-0.5,.469,.496,-0.4,0.0,-4,2/1H,,leonsa01
695,Jon Singleton*,31,2TM,2LG,105,-6,0,0,0,-2,-8,-0.9,4,-5,-0.5,.476,.498,-0.5,-0.2,-5,3H/D,,singljo02
696,Hunter Renfroe,31,2TM,2LG,548,-6,-2,-1,-9,-5,-23,-2.3,19,-4,-0.5,.483,.491,0.4,-1.4,5,*9H/D3,,renfrhu01
697,Tyler Nevin,26,DET,AL,111,-3,0,0,-4,-1,-9,-0.9,4,-5,-0.5,.478,.494,-0.1,-0.5,-1,5HD/379,,nevinty01
698,Hunter Goodman,23,COL,NL,77,-5,1,0,-2,-1,-8,-0.8,3,-5,-0.5,.466,.495,-0.3,-0.3,-3,9/3DH,,goodmhu01
699,José Barrero,25,CIN,NL,149,-7,0,0,-5,2,-10,-1.0,5,-5,-0.5,.478,.494,0.0,-0.3,0,68/HD,,garcijo02
700,Jace Peterson*,33,2TM,2LG,430,-14,1,0,-9,3,-19,-1.9,15,-5,-0.5,.485,.494,0.4,-0.6,4,*5H4/D137,,peterja01
701,Lawrence Butler*,22,OAK,AL,129,-6,0,-1,-3,1,-10,-1.0,4,-5,-0.5,.477,.494,-0.2,-0.2,-2,8/H9,,butlela01
702,Austin Nola,33,SDP,NL,154,-13,1,0,-1,3,-10,-1.1,5,-5,-0.6,.480,.494,-0.5,0.2,-4,2/H,,nolaau01
703,Wil Myers,32,CIN,NL,141,-11,0,0,3,-2,-10,-1.0,5,-5,-0.6,.473,.494,-0.9,0.1,-8,93/DH,,myerswi01
704,Kyle Lewis,27,ARI,NL,54,-6,0,0,0,-1,-7,-0.7,2,-5,-0.6,.454,.495,-0.6,-0.1,-5,D/H7,,lewisky01
705,Mike Zunino,32,CLE,AL,140,-7,-1,0,-4,3,-10,-1.0,5,-5,-0.6,.476,.494,-0.2,-0.1,-1,2,,zuninmi01
706,Masyn Winn,21,STL,NL,137,-12,0,1,-1,2,-10,-1.0,5,-5,-0.6,.473,.494,-0.5,0.1,-4,6,,winnma01
707,Nate Eaton,26,KCR,AL,56,-10,1,1,2,-1,-7,-0.8,2,-5,-0.6,.473,.495,-0.8,0.1,-7,7/H89D15,,eatonna01
708,Liover Peguero,22,PIT,NL,213,-8,0,0,-7,3,-13,-1.3,7,-5,-0.6,.479,.492,0.1,-0.4,2,64,,pegueli01
709,Yasmani Grandal#,34,CHW,AL,405,-9,-4,-1,-10,5,-19,-1.9,14,-5,-0.6,.483,.488,0.4,-0.5,5,2HD/3,,grandya01
710,Taylor Motter,33,STL,NL,82,-8,-1,0,0,1,-8,-0.9,3,-6,-0.6,.471,.495,-0.6,0.1,-6,45/6H39D,,motteta01
