Rk,Player,Age,Team,Lg,PA,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,Rrep,RAR,WAR,waaWL%,162WL%,oWAR,dWAR,oRAR,Pos,Awards,Player-additional
462,José Leclerc,30,TEX,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,leclejo01
463,Korey Lee,25,CHW,AL,394,-15,0,-1,-3,7,-12,-1.3,13,1,0.0,.490,.492,0.3,0.4,4,*2H/D,,leeko01
464,Brandon Lockridge,27,SDP,NL,12,-1,1,0,0,0,-1,-0.1,0,0,0.0,.494,.500,0.0,-0.1,0,/7H9D8,,lockrbr01
465,Jack López,31,LAA,AL,71,-1,-1,0,-1,1,-2,-0.2,2,0,0.0,.491,.499,0.1,0.0,1,4/6H9,,lopezja03
466,Jorge López,31,NYM,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,lopezjo02
467,Joe Mantiply,33,ARI,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,mantijo01
468,Kyle Manzardo*,23,CLE,AL,156,-1,0,0,0,-4,-5,-0.5,5,0,0.0,.490,.497,0.0,-0.4,0,DH/3,,manzaky01
469,Cade Marlowe*,27,SEA,AL,9,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,/98HD,,marloca01
470,Chris Martin,38,BOS,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,martich02
471,J.P. Martínez*,28,ATL,NL,10,0,0,0,0,0,0,0.0,0,0,0.0,.498,.500,0.0,0.0,0,/H798D,,martijp01
472,Justin Martínez,22,ARI,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,martiju01
473,Orelvis Martínez,22,TOR,AL,3,0,0,0,0,0,0,0.0,0,0,0.0,.488,.500,0.0,0.0,0,/4,,martior01
474,James McArthur,27,KCR,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,mcartja01
475,Grant McCray*,23,SFG,NL,130,-3,2,0,-3,1,-4,-0.5,4,0,0.0,.488,.497,0.3,-0.2,3,8,,mccragr01
476,Scott McGough,34,ARI,NL,1,0,0,0,0,0,0,0.0,0,0,0.0,.494,.500,0.0,0.0,0,1,,mcgousc01
477,Billy McKinney*,29,PIT,NL,28,-2,0,0,1,0,-1,-0.1,1,0,0.0,.487,.499,-0.1,0.1,-1,/79H8,,mckinbi01
478,Nick Mears,27,COL,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,mearsni01
479,Trevor Megill*,30,MIL,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,megiltr01
480,Julian Merryweather,32,CHC,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,merryju01
481,Hoby Milner*,33,MIL,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,milneho01
482,Hector Neris,35,CHC,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,nerishe01
483,Jonathan Ornelas,24,TEX,AL,40,-2,0,0,1,1,-1,-0.1,1,0,0.0,.494,.499,-0.1,0.2,-1,/564H8,,orneljo01
484,Joel Payamps,30,MIL,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,payamjo01
485,Elvis Peguero,27,MIL,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,pegueel01
486,Zach Penrod*,27,BOS,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,/1,,penroza01
487,Jhonny Pereda,28,MIA,NL,40,-3,0,0,1,1,-2,-0.2,1,0,0.0,.491,.499,-0.2,0.2,-1,2/H13,,peredjh01
488,Ryan Pressly,35,HOU,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,pressry01
489,A.J. Puk*,29,ARI,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,pukaj01
490,José Quijada*,28,LAA,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,quijajo01
491,David Robertson,39,TEX,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,roberda08
492,Yerry Rodríguez,26,TEX,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,rodriye01
493,Chris Roller,27,MIL,NL,1,0,0,0,0,0,0,0.0,0,0,0.0,.473,.500,0.0,0.0,0,/8H,,rollech01
494,JoJo Romero*,27,STL,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,romerjo01
495,Javier Sanoja,21,MIA,NL,36,-3,0,0,1,0,-1,-0.1,1,0,0.0,.491,.499,-0.1,0.1,-1,/8H647D,,sanojja01
496,Paul Sewald,34,ARI,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,sewalpa01
497,Chase Shugart*,27,BOS,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,/1,,shugach01
498,Lucas Sims,30,CIN,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,simslu01
499,Kevin Smith,27,NYY,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.494,.500,0.0,0.0,0,/HD,,smithke05
500,Ryne Stanek,32,SEA,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,stanery01
501,Albert Suárez,34,BAL,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,suareal01
502,Brett Sullivan*,30,SDP,NL,17,-1,0,0,0,0,-1,-0.1,1,0,0.0,.489,.500,0.0,0.0,0,/23H,,sullibr01
503,Alek Thomas*,24,ARI,NL,103,-3,1,-1,-1,1,-4,-0.4,4,0,0.0,.490,.498,0.1,0.0,1,8/HD,,thomaal01
504,Ryan Thompson,32,ARI,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,thompry02
505,Trent Thornton,30,SEA,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,thorntr01
506,José Ureña,32,TEX,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,urenajo01
507,David Villar,27,SFG,NL,37,0,0,0,0,-1,-1,-0.1,1,0,0.0,.491,.499,0.0,-0.1,0,3/DH,,villada01
508,Victor Vodnik,24,COL,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,vodnivi01
509,Austin Voth,32,SEA,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,vothau01
510,Forrest Wall*,28,2TM,NL,35,-2,-1,0,2,0,-1,-0.1,1,1,0.0,.495,.500,-0.2,0.2,-2,7/H9,,wallfo01
510,Forrest Wall*,28,ATL,NL,32,-2,-1,0,2,0,-1,-0.1,1,0,0.0,.493,.499,-0.2,0.2,-2,7/9H,,wallfo01
510,Forrest Wall*,28,MIA,NL,3,0,0,0,0,0,0,0.0,0,0,0.0,.506,.500,0.0,0.0,0,/H9,,wallfo01
511,Donovan Walton*,30,SFG,NL,25,-1,0,0,1,0,-1,-0.1,1,0,0.0,.489,.499,-0.1,0.1,-1,/41H,,waltodo01
512,Drew Waters#,25,KCR,AL,19,-1,0,0,0,0,-1,-0.1,1,0,0.0,.490,.500,0.0,0.0,0,/97H,,waterdr01
513,Jacob Webb,30,BAL,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,webbja01
514,Mitch White,29,MIL,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,/1,,whitemi03
515,Owen White,24,TEX,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,/1,,whiteow01
516,Justin Wilson*,36,CIN,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,wilsoju10
517,Josh Winckowski,26,BOS,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,winckjo01
518,Eric Yang,26,CIN,NL,1,0,0,0,0,0,0,0.0,0,0,0.0,.471,.500,0.0,0.0,0,/H,,yanger01
519,Kirby Yates*,37,TEX,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,ASCYA-8,yateski01
520,Alex Young*,30,CIN,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,/1,,youngal01
521,Guillo Zuñiga,25,LAA,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,zuniggu01
522,Amed Rosario,28,3TM,2LG,346,-1,2,-1,-11,-1,-11,-1.2,12,1,-0.1,.488,.497,1.1,-1.2,11,49DH56,,rosaram01
522,Amed Rosario,28,2TM,NL,71,-6,1,0,-1,-1,-7,-0.8,2,-5,-0.6,.471,.496,-0.5,-0.2,-4,D/H4965,,rosaram01
522,Amed Rosario,28,TBR,AL,275,5,1,-1,-10,0,-4,-0.4,9,5,0.5,.495,.497,1.6,-1.0,15,4956DH,,rosaram01
522,Amed Rosario,28,LAD,NL,12,0,0,0,0,0,0,0.0,0,1,0.0,.501,.500,0.0,0.0,0,/46H5,,rosaram01
522,Amed Rosario,28,CIN,NL,59,-6,1,0,-1,-1,-7,-0.8,2,-5,-0.6,.464,.495,-0.5,-0.2,-4,D/9H4,,rosaram01
523,Zack Short,29,3TM,2LG,88,-6,0,0,1,1,-4,-0.4,3,-1,-0.1,.491,.500,-0.2,0.2,-2,5H6/4D,,shortza01
523,Zack Short,29,2TM,NL,81,-4,0,0,1,1,-2,-0.2,3,1,0.1,.495,.500,0.0,0.2,0,5H6/4D,,shortza01
523,Zack Short,29,NYM,NL,12,-1,-1,0,0,0,-2,-0.2,0,-1,-0.1,.484,.499,-0.1,0.0,-1,/H546D,,shortza01
523,Zack Short,29,BOS,AL,7,-2,0,0,0,0,-2,-0.2,0,-2,-0.2,.401,.499,-0.2,0.0,-2,/45,,shortza01
523,Zack Short,29,ATL,NL,69,-3,1,0,1,1,0,0.0,2,2,0.2,.499,.500,0.1,0.2,1,56/H4D,,shortza01
524,Harold Ramírez,29,2TM,2LG,246,-8,0,2,3,-6,-9,-0.9,8,0,-0.1,.487,.497,-0.4,-0.3,-3,DH/97,,ramirha02
524,Harold Ramírez,29,TBR,AL,169,-6,0,1,3,-3,-5,-0.5,6,1,0.1,.490,.497,-0.2,-0.1,-2,D/H97,,ramirha02
524,Harold Ramírez,29,WSN,NL,77,-2,0,1,0,-2,-4,-0.4,3,-2,-0.2,.482,.497,-0.2,-0.2,-2,D/H,,ramirha02
525,Tristan Gray*,28,2TM,2LG,31,-4,-1,0,3,0,-1,-0.2,1,0,-0.1,.490,.500,-0.4,0.3,-3,/35H,,graytr01
525,Tristan Gray*,28,MIA,NL,7,-2,0,0,1,0,-1,-0.1,0,-1,-0.1,.487,.499,-0.2,0.1,-2,/5H,,graytr01
525,Tristan Gray*,28,OAK,AL,24,-2,0,0,2,0,-1,-0.1,1,0,0.0,.492,.500,-0.2,0.2,-2,/35H,,graytr01
526,Jonatan Clase#,22,2TM,AL,66,-1,0,0,-2,-1,-3,-0.3,2,0,-0.1,.489,.499,0.1,-0.3,2,7/8HD,,clasejo01
526,Jonatan Clase#,22,SEA,AL,43,-3,1,0,0,-1,-3,-0.4,1,-2,-0.2,.482,.498,-0.2,-0.1,-2,7/H8D,,clasejo01
526,Jonatan Clase#,22,TOR,AL,23,3,0,0,-2,0,1,0.1,1,2,0.2,.511,.500,0.4,-0.2,4,/8H,,clasejo01
527,Duke Ellis*,26,2TM,AL,5,-1,1,0,-1,0,-1,-0.1,0,-1,-0.1,.492,.499,0.0,-0.1,0,/H789D,,ellisdu01
527,Duke Ellis*,26,CHW,AL,4,-1,0,0,-1,0,-2,-0.2,0,-2,-0.2,.478,.499,-0.1,-0.1,-1,/H789D,,ellisdu01
527,Duke Ellis*,26,NYY,AL,1,0,0,0,0,0,1,0.1,0,1,0.1,.529,.501,0.1,0.0,1,/H7,,ellisdu01
528,Jacob Amaya,25,2TM,AL,72,-7,0,0,3,1,-3,-0.3,2,0,-0.1,.488,.498,-0.4,0.5,-3,6/4,,amayaja01
528,Jacob Amaya,25,HOU,AL,1,0,0,0,0,0,0,0.0,0,0,0.0,.473,.500,0.0,0.0,0,/4,,amayaja01
528,Jacob Amaya,25,CHW,AL,71,-7,0,0,3,1,-2,-0.3,2,0,0.0,.489,.498,-0.4,0.5,-3,6,,amayaja01
529,Tyler Black*,23,MIL,NL,57,-2,0,0,1,-1,-3,-0.3,2,-1,-0.1,.486,.498,-0.2,0.0,-2,D/3H,,blackty01
530,Trey Cabbage*,27,HOU,AL,91,-4,0,0,2,-2,-4,-0.4,3,-1,-0.1,.491,.497,-0.3,0.0,-3,9H7/D,,cabbatr01
531,Jair Camargo,24,MIN,AL,7,-1,0,0,0,0,-1,-0.2,0,-1,-0.1,.471,.499,-0.1,0.0,-1,/2DH,,camarja01
532,Gustavo Campero#,26,LAA,AL,48,-1,1,0,-2,0,-2,-0.3,2,-1,-0.1,.481,.498,0.1,-0.3,1,9/7H,,campegu01
533,Conner Capel*,27,CIN,NL,8,-1,0,0,0,0,-1,-0.1,0,-1,-0.1,.482,.499,-0.1,0.0,-1,/DH7,,capelco01
534,Vinny Capra,27,MIL,NL,9,-1,0,0,0,0,-2,-0.2,0,-1,-0.1,.447,.499,-0.1,0.0,-1,/56,,capravi01
535,Matt Carpenter*,38,STL,NL,157,-1,-2,1,1,-4,-6,-0.6,5,0,-0.1,.490,.496,-0.2,-0.3,-1,DH/345,,carpema01
536,Andrés Chaparro,25,WSN,NL,132,-1,-1,0,-1,-2,-5,-0.5,5,0,-0.1,.485,.497,0.0,-0.4,1,D3,,chapaan01
537,Luis De Los Santos,26,TOR,AL,31,-3,0,0,1,0,-2,-0.2,1,-1,-0.1,.486,.499,-0.2,0.1,-2,5/H37,,deloslu03
538,Zach DeLoach*,25,CHW,AL,75,-1,-1,0,-1,-1,-3,-0.4,3,-1,-0.1,.484,.498,0.0,-0.2,0,9/7H8D,,deloaza01
539,Logan Driscoll*,26,TBR,AL,37,-4,0,0,1,1,-2,-0.2,1,-1,-0.1,.487,.499,-0.2,0.2,-2,2,,drisclo01
540,Sandro Fabian,26,TEX,AL,5,-1,0,0,0,0,-1,-0.2,0,-1,-0.1,.451,.499,-0.1,0.0,-1,/79,,fabiasa01
541,Aramis Garcia,31,PHI,NL,7,-2,0,0,1,0,-1,-0.1,0,-1,-0.1,.472,.499,-0.2,0.1,-2,/2,,garciar01
542,Tyler Gentry,25,KCR,AL,5,-1,0,0,0,0,-1,-0.2,0,-1,-0.1,.451,.499,-0.1,0.0,-1,/9H,,gentrty01
543,Vaughn Grissom,23,BOS,AL,114,-8,1,0,1,1,-5,-0.5,4,-1,-0.1,.484,.497,-0.2,0.2,-2,4/DH,,grissva01
544,Rhys Hoskins,31,MIL,NL,517,-3,-2,-1,-3,-8,-17,-1.8,18,1,-0.1,.486,.489,0.2,-1.2,4,3D/H,,hoskirh01
545,Cooper Hummel#,29,HOU,AL,8,-1,0,0,0,0,-2,-0.2,0,-1,-0.1,.473,.499,-0.1,0.0,-1,/H7D,,hummeco01
546,Jacob Hurtubise*,26,CIN,NL,68,-3,0,0,1,-1,-3,-0.4,2,-1,-0.1,.488,.498,-0.2,0.0,-2,7/HD9,,hurtuja01
547,Andrew Knapp#,32,SFG,NL,6,-1,0,0,0,0,-1,-0.1,0,-1,-0.1,.473,.500,-0.1,0.0,-1,/2,,knappan01
548,Grant Koch,27,PIT,NL,8,-2,0,0,0,0,-1,-0.2,0,-1,-0.1,.448,.499,-0.1,0.0,-1,/2H,,kochgr01
549,Nick Maton*,27,BAL,AL,5,-1,0,0,0,0,-1,-0.1,0,-1,-0.1,.472,.499,-0.1,0.0,-1,/5H4D,,matonni01
550,Mason McCoy,29,SDP,NL,57,-4,0,0,0,1,-3,-0.3,2,-1,-0.1,.485,.498,-0.1,0.1,-1,6,,mccoyma01
551,Andruw Monasterio,27,MIL,NL,142,-6,0,0,0,1,-6,-0.6,5,-1,-0.1,.490,.496,-0.1,0.1,-1,54H/3D7,,monasan01
552,Mickey Moniak*,26,LAA,AL,418,-11,-2,1,-4,2,-14,-1.5,14,0,-0.1,.488,.491,0.3,-0.2,4,*89H/D7,,moniami01
553,Joshua Palacios*,28,PIT,NL,78,-1,0,1,-2,-1,-3,-0.3,3,0,-0.1,.487,.498,0.2,-0.3,2,9/78H,,palacjo01
554,Liover Peguero,23,PIT,NL,10,-1,0,0,0,0,-1,-0.1,0,-1,-0.1,.472,.499,-0.1,0.0,0,/6,,pegueli01
555,René Pinto,27,TBR,AL,49,0,-1,0,-3,1,-3,-0.3,2,-1,-0.1,.485,.498,0.2,-0.2,2,2,,pintore02
556,Edwin Ríos*,30,CIN,NL,10,-1,0,0,0,0,-1,-0.2,0,-1,-0.1,.470,.499,-0.1,0.0,-1,/3H,,riosed01
557,Esteury Ruiz,25,OAK,AL,65,-1,-1,0,-1,0,-3,-0.4,2,-1,-0.1,.488,.498,0.0,-0.1,0,7H/8,,ruizes01
558,Miguel Sanó,31,LAA,AL,95,-3,0,0,1,-1,-4,-0.4,3,-1,-0.1,.485,.497,-0.2,0.0,-2,5/D3H1,,sanomi01
559,Davis Schneider,25,TOR,AL,454,-14,1,0,-2,-2,-16,-1.6,16,0,-0.1,.488,.490,0.1,-0.4,2,74H/D,,schneda03
560,Cal Stevenson*,27,PHI,NL,27,0,-1,0,-1,0,-2,-0.2,1,-1,-0.1,.489,.499,0.0,-0.1,0,8/H97,,steveca01
561,Myles Straw,29,CLE,AL,4,0,0,0,-1,0,-1,-0.1,0,-1,-0.1,.481,.499,0.0,-0.1,0,/8HD,,strawmy01
562,Jason Vosler*,30,SEA,AL,30,-2,0,0,0,-1,-2,-0.2,1,-1,-0.1,.477,.499,-0.1,-0.1,-1,/3DH79,,vosleja01
563,Jared Walsh*,30,TEX,AL,60,-1,0,0,-1,-1,-3,-0.3,2,-1,-0.1,.481,.498,0.0,-0.2,0,3/H,,walshja01
564,Joey Wendle*,34,NYM,NL,37,-3,1,0,-1,1,-2,-0.2,1,-1,-0.1,.486,.498,0.0,-0.1,0,/456,,wendljo01
565,Davis Wendzel,27,TEX,AL,49,-5,0,0,3,0,-2,-0.2,2,0,-0.1,.492,.499,-0.4,0.3,-3,5/HD43,,wendzda01
566,Jamie Westbrook,29,BOS,AL,48,-2,0,0,0,0,-2,-0.2,2,0,-0.1,.491,.499,-0.1,0.0,0,4/H59D,,westbja02
567,Alika Williams,25,PIT,NL,96,-6,0,1,-1,1,-4,-0.4,3,-1,-0.1,.488,.497,0.0,0.1,0,46/H,,willial04
568,Austin Hays,28,2TM,2LG,255,-1,0,1,-8,-3,-10,-1.0,9,-1,-0.2,.488,.497,0.6,-1.1,7,7H/9D,,haysau01
568,Austin Hays,28,BAL,AL,175,2,0,0,-4,-2,-4,-0.4,6,2,0.2,.493,.497,0.6,-0.6,6,7H/9D,,haysau01
568,Austin Hays,28,PHI,NL,80,-2,0,1,-4,-1,-6,-0.6,3,-3,-0.4,.472,.496,0.1,-0.5,1,7/H,,haysau01
569,Tommy Pham,36,3TM,2LG,478,-2,-3,0,-10,-3,-17,-1.8,16,-1,-0.2,.484,.495,0.8,-1.3,9,978/DH,,phamth01
569,Tommy Pham,36,2TM,AL,401,0,-2,0,-7,-2,-11,-1.1,13,2,0.2,.488,.495,0.9,-0.9,9,987/DH,,phamth01
569,Tommy Pham,36,CHW,AL,297,4,-1,0,-11,-1,-10,-1.0,10,1,0.0,.486,.494,1.2,-1.3,12,987/HD,,phamth01
569,Tommy Pham,36,STL,NL,77,-2,0,0,-3,-1,-6,-0.6,3,-4,-0.4,.472,.496,-0.1,-0.4,-1,7/9HD,,phamth01
569,Tommy Pham,36,KCR,AL,104,-4,-1,0,4,-1,-2,-0.2,3,2,0.2,.493,.499,-0.3,0.3,-2,7/9D,,phamth01
570,Cristian Pache,25,3TM,2LG,183,-11,0,0,3,0,-8,-0.8,6,-1,-0.2,.491,.498,-0.5,0.3,-4,8H7/9D,,pachecr01
570,Cristian Pache,25,2TM,NL,182,-11,0,0,3,0,-8,-0.9,6,-2,-0.3,.490,.497,-0.6,0.3,-5,8H7/D9,,pachecr01
570,Cristian Pache,25,PHI,NL,118,-6,-1,0,4,0,-3,-0.3,4,1,0.1,.494,.498,-0.4,0.4,-3,87H/D9,,pachecr01
570,Cristian Pache,25,BAL,AL,1,0,0,0,0,0,1,0.1,0,1,0.1,.516,.500,0.1,0.0,1,/9H,,pachecr01
570,Cristian Pache,25,MIA,NL,64,-5,0,0,-1,0,-5,-0.5,2,-3,-0.3,.485,.497,-0.2,-0.1,-2,8/HD,,pachecr01
571,Taylor Trammell*,26,2TM,2LG,8,-1,0,0,-1,0,-3,-0.3,0,-2,-0.2,.474,.499,-0.1,-0.1,-1,/H79D,,trammta01
571,Taylor Trammell*,26,LAD,NL,6,-2,0,0,0,0,-2,-0.2,0,-2,-0.2,.465,.499,-0.2,0.0,-2,/H79,,trammta01
571,Taylor Trammell*,26,NYY,AL,2,1,0,0,-1,0,-1,-0.1,0,-1,-0.1,.483,.499,0.0,-0.1,0,/H79D,,trammta01
572,Robbie Grossman#,34,3TM,AL,245,-4,0,0,-1,-5,-10,-1.1,8,-2,-0.2,.488,.498,-0.1,-0.6,-1,DH79,,grossro01
572,Robbie Grossman#,34,CHW,AL,85,-2,0,0,-2,-1,-4,-0.4,3,-1,-0.1,.484,.498,0.1,-0.3,1,9/H7D,,grossro01
572,Robbie Grossman#,34,TEX,AL,122,1,-1,0,1,-3,-2,-0.2,4,3,0.3,.497,.499,0.2,-0.2,2,DH7/9,,grossro01
572,Robbie Grossman#,34,KCR,AL,38,-3,0,0,0,-1,-5,-0.5,1,-3,-0.4,.468,.497,-0.4,-0.1,-3,D/H79,,grossro01
573,Joey Wiemer,25,2TM,NL,28,-3,-1,0,2,0,-3,-0.3,1,-2,-0.2,.487,.498,-0.4,0.2,-4,7/H89D,,wiemejo01
573,Joey Wiemer,25,MIL,NL,27,-4,-1,0,2,0,-3,-0.3,1,-2,-0.2,.484,.498,-0.4,0.2,-4,7/H89D,,wiemejo01
573,Joey Wiemer,25,CIN,NL,1,0,0,0,0,0,0,0.0,0,0,0.0,.513,.500,0.0,0.0,0,/789,,wiemejo01
574,Jordyn Adams,24,LAA,AL,38,-1,1,0,-2,0,-3,-0.3,1,-2,-0.2,.473,.498,0.0,-0.2,1,/987H,,adamsjo03
575,Kevin Alcántara,21,CHC,NL,10,-2,0,0,0,0,-2,-0.2,0,-1,-0.2,.437,.499,-0.2,0.0,-1,/9,,alcanke01
576,CJ Alexander*,27,KCR,AL,8,-1,0,0,-1,0,-2,-0.3,0,-2,-0.2,.438,.498,-0.1,-0.1,-1,/5DH,,alexacj01
577,Brian Anderson,31,ATL,NL,5,-1,0,0,0,0,-2,-0.2,0,-1,-0.2,.442,.499,-0.2,0.0,-1,/95,,anderbr06
578,Luken Baker,27,STL,NL,49,-1,0,0,-1,-1,-3,-0.3,2,-2,-0.2,.484,.498,-0.1,-0.2,-1,DH/3,,bakerlu01
579,Will Brennan*,26,CLE,AL,353,-2,0,0,-6,-4,-13,-1.3,12,-1,-0.2,.488,.492,0.5,-1.1,5,97HD/8,,brennwi02
580,Willie Calhoun*,29,LAA,AL,254,-2,-2,0,0,-6,-10,-1.1,9,-1,-0.2,.484,.493,-0.2,-0.6,-1,D/H37,,calhowi01
581,Brandon Crawford*,37,STL,NL,80,-4,0,0,-1,1,-4,-0.5,3,-2,-0.2,.484,.497,-0.1,0.0,-1,6/5HD1,,crawfbr01
582,Zach Dezenzo,24,HOU,AL,65,0,0,0,-2,-1,-4,-0.4,2,-2,-0.2,.479,.498,0.0,-0.3,0,3/5DH,,dezenza01
583,Blake Dunn,25,CIN,NL,29,-2,0,0,0,0,-3,-0.3,1,-2,-0.2,.486,.498,-0.2,-0.1,-2,7/H89D,,dunnbl01
584,Avisaíl García,33,MIA,NL,51,-2,0,-1,0,0,-3,-0.3,2,-2,-0.2,.481,.498,-0.2,0.0,-1,9/H,,garciav01
585,Mitch Garver,33,SEA,AL,430,-7,-1,-1,-1,-5,-15,-1.6,15,0,-0.2,.486,.490,-0.1,-0.7,1,D2/H,,garvemi01
586,Mickey Gasper#,28,BOS,AL,23,-3,0,0,1,0,-2,-0.3,1,-2,-0.2,.480,.498,-0.3,0.1,-3,/4HD3,,gaspemi01
587,Mitch Haniger,33,SEA,AL,423,-7,-1,-1,-1,-5,-16,-1.6,14,-1,-0.2,.486,.490,-0.1,-0.7,0,9DH,,hanigmi01
588,José Herrera#,27,ARI,NL,114,-5,0,0,-3,2,-6,-0.6,4,-2,-0.2,.486,.496,0.1,-0.1,1,2/H5D,,herrejo04
589,Brewer Hicklen,28,MIL,NL,5,-1,0,0,0,0,-2,-0.2,0,-2,-0.2,.441,.499,-0.2,0.0,-1,/9H,,hicklbr01
590,Levi Jordan,28,CIN,NL,11,-2,0,0,0,0,-2,-0.2,0,-2,-0.2,.469,.499,-0.2,0.0,-2,/7H94,,jordale01
591,Edouard Julien*,25,MIN,AL,301,-8,0,1,-6,2,-11,-1.2,10,-1,-0.2,.488,.493,0.5,-0.4,5,4H/D3,,julieed01
592,Niko Kavadas*,25,LAA,AL,106,-3,0,0,0,-2,-6,-0.6,4,-2,-0.2,.480,.496,-0.2,-0.2,-2,D/3H,,kavadni01
593,Tony Kemp*,32,BAL,AL,10,-2,0,0,0,0,-2,-0.2,0,-1,-0.2,.461,.499,-0.2,0.0,-1,/4H7,,kempto01
594,Brooks Lee#,23,MIN,AL,185,-10,0,-1,1,2,-7,-0.8,6,-1,-0.2,.485,.495,-0.3,0.3,-2,654/HD,,leebr02
595,Trey Lipscomb,24,WSN,NL,211,-13,1,-1,3,1,-8,-0.9,7,-1,-0.2,.486,.495,-0.5,0.4,-4,5/3H4D,,lipsctr01
596,Miles Mastrobuoni*,28,CHC,NL,106,-9,1,1,1,1,-5,-0.5,4,-1,-0.2,.489,.497,-0.3,0.2,-2,H546/97D,,mastrmi01
597,Luis Matos,22,SFG,NL,156,-5,0,0,0,-1,-6,-0.7,5,-1,-0.2,.485,.496,-0.2,-0.1,-1,98/H7D,,matoslu02
598,Tyler Nevin,27,OAK,AL,278,-6,0,0,-1,-3,-11,-1.1,10,-1,-0.2,.487,.493,-0.1,-0.4,0,359H7/D,,nevinty01
599,Rafael Ortega*,33,CHW,AL,17,-2,0,0,-1,0,-3,-0.3,1,-2,-0.2,.481,.498,-0.1,-0.1,-1,8/H9D,,ortegra01
600,Bryan Ramos,22,CHW,AL,108,-3,-1,0,-1,0,-5,-0.5,4,-2,-0.2,.483,.497,-0.1,-0.1,-1,5/DH,,ramosbr01
601,Jakson Reetz,28,SFG,NL,15,-1,-1,0,-1,0,-2,-0.2,1,-2,-0.2,.465,.499,-0.1,-0.1,0,/2H,,reetzja01
602,Drew Romo#,22,COL,NL,53,-6,0,0,2,1,-3,-0.4,2,-1,-0.2,.478,.498,-0.4,0.3,-3,2/DH,,romodr01
